bibno|copyno|bid|date_key
5424|38659|1236|1997-04-17
22312|48000|1236|1997-04-17
28478|50505|1770|1997-04-17
7433|42180|1882|1997-04-17
28805|50686|87|1997-04-17
28722|50714|87|1997-04-17
18172|46609|1868|1997-04-17
2725|35642|1842|1997-04-17
26640|39842|1623|1997-04-17
4758|23552|1623|1997-04-17
7475|43218|1623|1997-04-17
22674|48214|1884|1997-04-17
22736|48362|1475|1997-04-17
11622|30496|1487|1997-04-17
22536|48177|1487|1997-04-17
9742|45519|1487|1997-04-17
10110|46172|1860|1997-04-17
11267|40017|1140|1997-04-17
17|44347|1140|1997-04-17
25209|49322|238|1997-04-17
25492|49396|238|1997-04-17
2857|31334|868|1997-04-17
11951|32239|644|1997-04-17
24846|49293|644|1997-04-17
9452|49267|1885|1997-04-17
13651|46536|1885|1997-04-17
8772|30860|1885|1997-04-17
22238|47910|1886|1997-04-17
18341|46688|136|1997-04-17
7515|36585|136|1997-04-17
5440|40079|136|1997-04-17
22268|47932|301|1997-04-17
19779|48282|1887|1997-04-17
8771|31107|1887|1997-04-17
13886|42185|1887|1997-04-17
22652|48158|1644|1997-04-17
9180|26640|1644|1997-04-17
5187|43867|1801|1997-04-18
27816|50325|571|1997-04-18
26611|36599|1538|1997-04-18
14683|46760|1538|1997-04-18
22662|48272|1889|1997-04-18
22322|49190|1314|1997-04-18
1673|39325|1395|1997-04-18
237|44280|1227|1997-04-18
2621|39585|790|1997-04-18
8543|43681|535|1997-04-18
5065|45444|535|1997-04-18
7730|30964|1114|1997-04-18
11903|43769|1114|1997-04-18
15232|31350|1021|1997-04-18
7399|28796|1135|1997-04-18
12949|24123|1891|1997-04-18
8051|25470|1891|1997-04-18
3806|30830|1892|1997-04-18
16600|29124|1892|1997-04-18
3449|19514|484|1997-04-18
8051|34113|1892|1997-04-18
18746|41545|484|1997-04-18
27861|50314|1559|1997-04-18
20476|48138|790|1997-04-18
22354|48020|790|1997-04-18
5000|17967|1858|1997-04-18
2531|21335|1858|1997-04-18
2603|46980|870|1997-04-18
7820|43703|1878|1997-04-18
18795|47984|870|1997-04-18
11989|31929|1650|1997-04-18
5424|27605|1300|1997-04-19
5065|45446|1300|1997-04-19
22679|49122|1894|1997-04-21
13901|41518|878|1997-04-21
8220|43162|166|1997-04-21
22620|48246|1187|1997-04-21
22607|48235|1187|1997-04-21
27975|49564|1187|1997-04-21
24654|49311|870|1997-04-21
19751|46957|331|1997-04-21
28833|50687|1|1997-04-22
12773|46214|26|1997-04-22
21452|47439|1013|1997-04-22
3097|35066|1842|1997-04-22
2725|35642|1776|1997-04-22
25829|48887|107|1997-04-22
14683|46761|826|1997-04-22
1063|44789|1336|1997-04-22
6206|44014|1336|1997-04-22
6207|41486|1336|1997-04-22
24654|49310|1336|1997-04-22
24654|49245|1336|1997-04-22
28652|50695|79|1997-04-22
1954|36367|1309|1997-04-22
18207|46616|1309|1997-04-22
711|32127|1564|1997-04-22
22664|48173|1564|1997-04-22
3718|38822|1564|1997-04-22
27470|49820|270|1997-04-23
9401|43903|270|1997-04-23
3701|21124|270|1997-04-23
18232|46654|1307|1997-04-23
7606|36593|1513|1997-04-23
2042|40371|1513|1997-04-23
1067|44831|1300|1997-04-23
18795|47139|821|1997-04-23
22936|49805|821|1997-04-23
7510|36362|821|1997-04-23
6479|41285|1677|1997-04-23
9438|34072|1677|1997-04-23
3775|27437|1746|1997-04-23
18931|46807|1746|1997-04-23
3460|34784|1746|1997-04-23
20476|48136|1686|1997-04-23
4387|42732|1686|1997-04-23
22708|47997|564|1997-04-23
13393|46419|564|1997-04-23
4523|32324|1547|1997-04-23
10116|45764|1547|1997-04-23
5753|20787|1314|1997-04-23
6534|26800|392|1997-04-23
7664|31590|392|1997-04-23
3734|31904|392|1997-04-23
18208|46631|1298|1997-04-30
18269|46647|1298|1997-04-30
20579|47044|101|1997-04-30
28133|49589|1122|1997-04-30
2203|27371|1655|1997-04-30
5319|28214|1878|1997-04-30
5999|34372|1878|1997-04-30
23530|49003|101|1997-04-30
14379|40734|101|1997-04-30
22608|48245|1662|1997-05-02
2758|38602|1662|1997-05-02
9196|42050|1662|1997-05-02
22621|48248|1851|1997-05-02
3467|47794|681|1997-05-02
10008|41073|1384|1997-05-02
24619|49165|86|1997-05-02
21477|47466|1482|1997-05-02
6545|43344|571|1997-05-02
22075|49398|175|1997-05-02
28777|50692|175|1997-05-02
20534|50693|175|1997-05-02
22413|49857|175|1997-05-02
27174|49875|175|1997-05-02
22405|49861|175|1997-05-02
3467|46402|441|1997-05-02
3300|40011|8|1997-05-05
8124|43115|8|1997-05-05
1195|48127|596|1997-05-05
25890|49425|586|1997-05-05
16600|29124|1700|1997-05-05
28857|50739|75|1997-05-05
27505|49869|1621|1997-05-05
10134|45712|1339|1997-05-05
9224|19400|1900|1997-05-05
5642|41118|1901|1997-05-05
7729|35176|1901|1997-05-05
13668|46700|582|1997-05-05
25752|49480|1902|1997-05-05
28695|50718|54|1997-05-06
14593|22106|1467|1997-05-06
3467|45613|1467|1997-05-06
14593|24475|1426|1997-05-06
3467|47229|1426|1997-05-06
16636|21035|1621|1997-05-06
22233|47917|1621|1997-05-06
28640|50700|131|1997-05-06
28794|50730|131|1997-05-06
28774|50725|131|1997-05-06
19608|50729|131|1997-05-06
28664|50727|131|1997-05-06
28678|50726|131|1997-05-06
26133|42321|1104|1997-05-06
29015|50583|806|1997-05-06
24654|49245|1506|1997-05-06
24654|49310|1506|1997-05-06
6206|44014|1506|1997-05-06
28758|50690|58|1997-05-06
28610|50497|58|1997-05-06
28576|50476|64|1997-05-06
24378|49148|301|1997-05-06
853|43893|870|1997-05-06
5631|29799|870|1997-05-06
23353|48996|1905|1997-05-07
28647|50696|577|1997-05-07
28625|50683|577|1997-05-07
28690|50684|577|1997-05-07
25357|49340|579|1997-05-07
25337|49366|579|1997-05-07
14683|46760|579|1997-05-07
25195|49345|142|1997-05-07
12345|46142|142|1997-05-07
5637|28126|142|1997-05-07
28699|50715|114|1997-05-07
20569|48302|856|1997-05-07
670|41948|856|1997-05-07
930|43313|856|1997-05-07
22532|48191|1696|1997-05-07
22535|48180|1696|1997-05-07
9195|38596|1696|1997-05-07
28663|50704|174|1997-05-07
28657|50694|5|1997-05-07
28799|50691|5|1997-05-07
28748|50682|5|1997-05-07
28808|50699|5|1997-05-07
28641|50697|5|1997-05-07
28767|50685|15|1997-05-07
28513|50407|15|1997-05-07
28519|50408|15|1997-05-07
22935|48933|1672|1997-05-07
16061|22361|1910|1997-05-07
24654|49311|559|1997-05-07
11608|43736|1568|1997-05-08
11608|41945|1568|1997-05-08
28538|50483|52|1997-05-08
28538|50482|52|1997-05-08
28596|50481|52|1997-05-08
28596|50480|52|1997-05-08
28536|50485|52|1997-05-08
28536|50484|52|1997-05-08
28488|50488|52|1997-05-08
28496|50498|52|1997-05-08
28505|50471|52|1997-05-08
28476|50487|52|1997-05-08
28479|50486|52|1997-05-08
2725|35642|1842|1997-05-08
28291|50406|108|1997-05-08
7423|43112|447|1997-05-08
27544|49877|447|1997-05-08
24389|45419|1807|1997-05-08
11879|45878|1807|1997-05-08
1347|45099|1807|1997-05-08
28480|50473|23|1997-05-08
77|44394|1664|1997-05-08
220|44265|1664|1997-05-08
2523|37611|1664|1997-05-08
4278|27079|870|1997-05-08
29044|50560|173|1997-05-08
8784|43847|1079|1997-05-08
18832|49392|1079|1997-05-08
19801|50283|1912|1997-05-08
3443|32208|1220|1997-05-08
7215|33247|1220|1997-05-08
18832|49392|1220|1997-05-08
1952|35965|1310|1997-05-08
9305|31625|1411|1997-05-08
22624|48224|1411|1997-05-08
22619|48207|1411|1997-05-08
13267|46394|854|1997-05-08
7433|42180|1399|1997-05-09
28419|50392|14|1997-05-09
18465|46746|1807|1997-05-09
27814|50313|1677|1997-05-09
8041|36299|1913|1997-05-09
22388|48048|1913|1997-05-09
28234|50385|80|1997-05-09
26829|49655|80|1997-05-09
28663|50703|80|1997-05-09
22312|48000|1236|1997-05-09
27123|49841|1264|1997-05-09
8986|39332|1264|1997-05-09
28586|50503|68|1997-05-09
4518|45409|326|1997-05-09
24135|38963|1664|1997-05-09
26126|42306|1692|1997-05-09
5133|45662|1135|1997-05-09
5424|27605|1135|1997-05-09
26175|49464|1057|1997-05-12
21956|47680|1057|1997-05-12
28764|50688|25|1997-05-12
11608|43736|244|1997-05-12
27816|50325|30|1997-05-12
2447|30835|571|1997-05-12
3423|19539|30|1997-05-12
29428|50740|30|1997-05-12
19602|46970|1915|1997-05-12
18240|47112|1916|1997-05-12
5065|45446|1300|1997-05-12
25443|49375|68|1997-05-12
22238|49474|1035|1997-05-13
25295|49353|579|1997-05-13
23085|48970|1761|1997-05-13
18795|47984|1761|1997-05-13
4760|28744|1623|1997-05-13
4403|22397|1623|1997-05-13
7475|43219|1623|1997-05-13
18229|49212|1915|1997-05-13
6487|19827|1878|1997-05-13
24378|49147|1819|1997-05-13
2799|33418|38|1997-05-14
8716|27728|38|1997-05-14
7844|21923|1376|1997-05-14
1195|44729|1918|1997-05-14
3395|33970|870|1997-05-14
24654|49309|870|1997-05-14
17139|19067|1357|1997-05-14
13410|45114|1919|1997-05-14
28269|50412|92|1997-05-14
28269|50413|92|1997-05-14
28478|50504|92|1997-05-14
4756|40989|1559|1997-05-15
1063|44789|1559|1997-05-15
10136|48356|1220|1997-05-15
14854|30319|1220|1997-05-15
24654|49310|23|1997-05-15
28582|50615|1488|1997-05-15
11942|32231|357|1997-05-15
803|44665|357|1997-05-15
22794|48402|571|1997-05-16
10116|48005|1924|1997-05-16
14683|46761|1924|1997-05-16
1067|44831|1925|1997-05-16
13561|S22202|1925|1997-05-16
5947|33971|1418|1997-05-16
29479|50951|131|1997-05-16
20404|50953|131|1997-05-16
22324|50952|131|1997-05-16
29473|50950|131|1997-05-16
29432|50724|131|1997-05-16
29438|50723|131|1997-05-16
29443|50728|131|1997-05-16
29491|50947|131|1997-05-16
29469|50948|131|1997-05-16
29493|50949|131|1997-05-16
39701|50954|131|1997-05-16
29496|50988|87|1997-05-16
22025|47810|662|1997-05-16
24461|49135|87|1997-05-16
1195|40367|1927|1997-05-16
22679|48304|1322|1997-05-16
22324|47982|1322|1997-05-16
9656|45660|1322|1997-05-16
18795|47986|870|1997-05-16
206|44242|1914|1997-05-19
27230|50063|1801|1997-05-19
10139|45801|582|1997-05-19
13668|46700|582|1997-05-19
25295|49353|1339|1997-05-19
25014|49299|355|1997-05-19
1163|44903|355|1997-05-19
23224|48952|355|1997-05-19
143|44451|1662|1997-05-19
4803|34275|1662|1997-05-19
2327|46988|1662|1997-05-19
28478|50505|812|1997-05-19
26611|36600|1538|1997-05-19
3467|47794|681|1997-05-20
1337|46098|143|1997-05-20
5000|17967|1858|1997-05-20
2531|21335|1858|1997-05-20
29619|51003|1|1997-05-20
29601|51026|1|1997-05-20
29601|51027|1|1997-05-20
3535|51028|1|1997-05-20
29532|51018|1|1997-05-20
29530|51025|1|1997-05-20
29529|51024|1|1997-05-20
29538|51014|1|1997-05-20
29528|51023|1|1997-05-20
29533|51016|1|1997-05-20
29501|51019|1|1997-05-20
29507|51021|1|1997-05-20
29510|51022|1|1997-05-20
29497|51015|1|1997-05-20
29504|51020|1|1997-05-20
29498|51017|1|1997-05-20
29434|50731|131|1997-05-20
13260|50934|131|1997-05-20
29599|50928|131|1997-05-20
22000|48305|1514|1997-05-20
18507|42114|870|1997-05-20
18795|46806|1506|1997-05-20
23712|49010|1929|1997-05-21
4697|35450|1929|1997-05-21
54|44389|1931|1997-05-21
11862|28113|1931|1997-05-21
13410|45114|1931|1997-05-21
1195|48127|596|1997-05-21
11152|42886|1118|1997-05-21
11360|31019|1932|1997-05-21
1195|44729|812|1997-05-21
8632|33615|1910|1997-05-22
28784|50707|1185|1997-05-22
20323|47114|1672|1997-05-22
14228|35957|1933|1997-05-22
280|44317|1933|1997-05-22
27998|49565|1933|1997-05-22
27559|50042|1272|1997-05-22
22803|48879|1272|1997-05-22
9454|45859|260|1997-05-22
11925|47946|1653|1997-05-22
2677|29796|1686|1997-05-22
1977|20610|70|1997-05-23
4248|13319|70|1997-05-23
13492|47153|1547|1997-05-23
10383|46678|1467|1997-05-23
4647|45353|1057|1997-05-23
14683|46761|1057|1997-05-23
19602|46972|1339|1997-05-26
29553|50912|171|1997-05-26
18243|50901|171|1997-05-26
29623|50906|171|1997-05-26
6547|43667|1359|1997-05-26
15232|31350|1359|1997-05-26
13848|41554|874|1997-05-27
26418|49569|1935|1997-05-27
1216|41835|1935|1997-05-27
22664|48173|1935|1997-05-27
3586|20582|582|1997-05-27
3571|42707|582|1997-05-27
21432|47433|1770|1997-05-27
988|44713|1770|1997-05-27
2911|42132|1937|1997-05-27
2768|17431|1322|1997-05-27
15034|30411|1322|1997-05-27
1006|44750|1938|1997-05-27
25486|49411|92|1997-05-27
5262|43111|856|1997-05-27
5561|43203|1672|1997-05-27
6794|43214|1672|1997-05-27
29637|51004|1|1997-05-28
29748|50992|577|1997-05-28
29687|50936|577|1997-05-28
29678|50937|577|1997-05-28
22561|50972|577|1997-05-28
29503|50941|62|1997-05-28
9319|50932|58|1997-05-28
6263|33089|870|1997-05-28
610|41424|870|1997-05-28
1145|44659|901|1997-05-28
25888|50922|68|1997-05-28
29668|50921|68|1997-05-28
29549|50939|68|1997-05-28
29506|50924|68|1997-05-28
29495|50923|68|1997-05-28
26454|50989|353|1997-05-28
29724|50944|353|1997-05-28
29691|50919|353|1997-05-28
29446|50903|353|1997-05-28
29492|50943|353|1997-05-28
9719|50978|53|1997-05-28
9762|45679|1116|1997-05-28
24481|50997|25|1997-05-28
29772|50976|25|1997-05-28
29769|51013|25|1997-05-28
29755|50993|23|1997-05-28
29546|50983|23|1997-05-28
26981|50999|23|1997-05-28
29566|50998|23|1997-05-28
29581|50958|33|1997-05-28
29776|51001|33|1997-05-28
29500|50918|33|1997-05-28
5746|38370|136|1997-05-28
7290|27998|136|1997-05-28
11643|43225|136|1997-05-28
27068|50910|297|1997-05-29
29449|50902|297|1997-05-29
22679|49122|1322|1997-05-29
24481|49243|60|1997-05-29
7221|40214|790|1997-05-29
7223|40608|790|1997-05-29
22736|48361|885|1997-05-29
29553|50913|353|1997-05-29
28603|50508|66|1997-05-29
28618|50507|66|1997-05-29
29626|50961|86|1997-05-29
25952|50975|86|1997-05-29
29779|50980|86|1997-05-29
29694|50979|86|1997-05-29
29621|50977|86|1997-05-29
27122|49832|353|1997-05-29
2621|39585|353|1997-05-29
29464|50905|5|1997-05-29
29512|50916|5|1997-05-29
29597|50931|5|1997-05-29
3467|47229|1426|1997-05-30
3467|47230|1467|1997-05-30
1954|36367|1309|1997-05-30
29563|50959|6|1997-05-30
29615|50957|6|1997-05-30
25491|50973|6|1997-05-30
29607|50981|6|1997-05-30
22912|49838|6|1997-05-30
22694|49830|6|1997-05-30
3876|41498|166|1997-05-30
14640|19511|1359|1997-05-30
29690|50935|131|1997-05-30
27770|51067|131|1997-05-30
5433|38683|790|1997-05-31
12022|50930|14|1997-06-02
13668|46700|582|1997-06-02
29494|50915|579|1997-06-02
27794|50942|579|1997-06-02
22115|47861|1057|1997-06-02
862|38545|1878|1997-06-02
20339|47151|1878|1997-06-02
12274|34039|515|1997-06-02
14191|42161|515|1997-06-02
15971|27927|55|1997-06-02
14273|39115|238|1997-06-02
4339|25370|238|1997-06-02
5139|36337|238|1997-06-02
29455|50908|72|1997-06-03
22654|50929|72|1997-06-03
29554|50925|72|1997-06-03
27068|50910|891|1997-06-03
29568|51007|65|1997-06-03
59|44396|1467|1997-06-03
18788|46814|1467|1997-06-03
18788|46813|1426|1997-06-03
15171|21596|353|1997-06-03
3467|47229|353|1997-06-03
29851|51074|579|1997-06-03
18229|49212|366|1997-06-03
24654|50933|8|1997-06-04
29531|50985|135|1997-06-04
29627|50909|135|1997-06-04
29556|50914|135|1997-06-04
23806|50479|1|1997-06-04
29872|51094|79|1997-06-04
25890|51032|79|1997-06-04
25931|51110|79|1997-06-04
29608|50956|79|1997-06-04
29868|51093|79|1997-06-04
25931|51110|114|1997-06-04
29868|51093|114|1997-06-04
29872|51094|114|1997-06-04
29608|50956|114|1997-06-04
6844|21368|1|1997-06-04
29856|51010|1|1997-06-04
29568|51088|1|1997-06-04
29874|51058|1|1997-06-04
29833|51035|1|1997-06-04
14640|19511|171|1997-06-04
15232|31350|171|1997-06-04
2797|34117|171|1997-06-05
14656|32154|171|1997-06-05
8483|43356|854|1997-06-05
8172|43854|1941|1997-06-05
11120|42519|854|1997-06-05
11803|43572|901|1997-06-05
10326|45696|901|1997-06-05
29555|50917|171|1997-06-05
22310|47988|171|1997-06-05
12278|46118|732|1997-06-05
7611|45532|732|1997-06-05
10482|42540|732|1997-06-05
12031|45994|171|1997-06-06
12057|45990|171|1997-06-06
6748|37932|171|1997-06-06
22443|48111|171|1997-06-06
22443|48114|171|1997-06-06
18229|47713|1915|1997-06-06
3616|43130|701|1997-06-06
11360|27918|1943|1997-06-06
13410|45115|1943|1997-06-06
2685|23909|1944|1997-06-06
7794|28336|1944|1997-06-06
3701|21118|1944|1997-06-06
28810|51124|40|1997-06-07
18832|46827|441|1997-06-07
1006|44749|1927|1997-06-09
988|44712|1927|1997-06-09
29490|50946|84|1997-06-09
29848|51062|84|1997-06-09
20323|47182|392|1997-06-09
7578|22863|1801|1997-06-09
1063|43253|1886|1997-06-09
6206|44014|1886|1997-06-09
4574|32911|1886|1997-06-09
29895|51112|579|1997-06-11
29894|51111|579|1997-06-11
29876|51099|297|1997-06-11
29887|51101|297|1997-06-11
29829|51061|185|1997-06-11
29897|51113|93|1997-06-11
29930|51069|180|1997-06-11
29865|51098|135|1997-06-11
26853|48176|1244|1997-06-11
1260|44549|1057|1997-06-11
29857|51086|65|1997-06-11
29861|51085|65|1997-06-11
29877|51087|42|1997-06-11
13668|46700|587|1997-06-11
29845|51068|58|1997-06-11
550|33724|1767|1997-06-11
4490|27782|1947|1997-06-11
29935|51057|50|1997-06-11
988|44711|596|1997-06-11
21202|47326|1521|1997-06-11
13492|47153|870|1997-06-11
10983|29412|870|1997-06-11
8698|31703|1655|1997-06-11
1006|44748|596|1997-06-11
18232|46653|1948|1997-06-12
29902|51108|68|1997-06-12
29668|51092|68|1997-06-12
29869|51083|68|1997-06-12
28478|50505|336|1997-06-12
12265|46116|336|1997-06-12
21675|47516|1361|1997-06-12
1267|42802|1361|1997-06-12
14683|46761|1952|1997-06-12
9185|38382|754|1997-06-12
14092|43702|754|1997-06-12
29858|51065|48|1997-06-12
29850|51063|48|1997-06-12
29870|51081|86|1997-06-12
2677|29797|1686|1997-06-13
23198|48951|1057|1997-06-13
18832|46829|870|1997-06-13
18331|46723|391|1997-06-13
18207|46615|391|1997-06-13
237|44282|1339|1997-06-13
29692|50994|9|1997-06-17
29888|51102|9|1997-06-17
29616|50907|9|1997-06-17
28810|50698|9|1997-06-17
3986|28897|79|1997-06-17
2677|43469|1|1997-06-17
2679|42976|1|1997-06-17
5338|40463|1|1997-06-17
7718|41494|238|1997-06-17
2193|36592|23|1997-06-19
18172|46609|23|1997-06-19
10110|46172|23|1997-06-19
22645|48260|23|1997-06-19
27737|50050|101|1997-06-19
14914|19168|790|1997-06-19
6570|26041|100|1997-06-19
2743|16917|100|1997-06-19
5190|44454|1608|1997-06-20
6937|35924|726|1997-06-20
8511|37174|726|1997-06-20
22758|48386|179|1997-06-20
22726|48316|1322|1997-06-20
4216|17604|1945|1997-06-20
14683|46761|1339|1997-06-20
15826|25242|1104|1997-06-23
29840|51076|49|1997-06-23
9325|47535|1|1997-06-23
9325|47536|1|1997-06-23
9325|47537|1|1997-06-23
9325|47538|1|1997-06-23
3532|19100|42|1997-06-24
30030|51162|1|1997-06-24
29657|50969|88|1997-06-24
29666|50966|88|1997-06-24
29628|50965|88|1997-06-24
29586|50964|88|1997-06-24
29647|50967|88|1997-06-24
9168|38920|1309|1997-06-24
20131|47125|1309|1997-06-24
1020|44765|1285|1997-06-24
1020|44765|1309|1997-06-24
13388|46406|1953|1997-06-24
22556|48261|1953|1997-06-24
22322|49190|1314|1997-06-24
13668|46700|1955|1997-06-25
1234|44696|128|1997-06-25
5424|30894|1395|1997-06-25
14224|41238|863|1997-06-25
22068|47747|863|1997-06-25
3126|45320|863|1997-06-25
21923|47682|1104|1997-06-25
3467|47229|1359|1997-06-25
5594|41828|891|1997-06-26
961|44700|891|1997-06-26
6415|36054|891|1997-06-26
4988|43178|1097|1997-06-26
20569|48302|1097|1997-06-26
29568|51088|3|1997-06-26
2797|47980|1399|1997-06-26
20536|42133|3|1997-06-26
4518|45409|3|1997-06-26
1104|43286|1598|1997-06-26
1063|43856|1598|1997-06-26
26004|49541|46|1997-06-27
22936|49805|1220|1997-06-27
22115|47861|1057|1997-06-27
23198|48951|1057|1997-06-27
28747|50713|47|1997-06-30
4139|26089|1373|1997-06-30
5755|29923|790|1997-06-30
14117|42009|790|1997-06-30
22310|47987|1399|1997-06-30
3627|48915|1960|1997-06-30
3586|23206|222|1997-06-30
22238|49474|222|1997-06-30
1408|45154|1370|1997-06-30
22555|48192|1370|1997-06-30
22741|48366|1947|1997-07-01
22736|50991|1300|1997-07-01
4387|42732|1686|1997-07-01
14179|40859|1691|1997-07-01
2924|25096|1691|1997-07-01
4220|34255|1691|1997-07-01
22238|49474|53|1997-07-02
9610|43196|170|1997-07-02
9748|47049|170|1997-07-02
27544|49876|170|1997-07-02
6689|43090|1322|1997-07-02
12906|21846|1322|1997-07-02
22322|49190|1314|1997-07-02
22399|48060|389|1997-07-03
4741|47242|389|1997-07-03
18574|46777|389|1997-07-03
853|43264|1395|1997-07-03
6991|39596|1395|1997-07-03
26513|49631|1300|1997-07-03
2382|33575|1300|1997-07-03
8767|35219|1322|1997-07-03
30025|51163|15|1997-07-03
30002|51142|15|1997-07-03
28475|51165|54|1997-07-04
30050|51158|68|1997-07-04
30083|51143|68|1997-07-04
11775|51139|68|1997-07-04
11775|51139|68|1997-07-04
18232|46653|1298|1997-07-04
18208|46632|1298|1997-07-04
22936|49805|681|1997-07-04
13492|47153|681|1997-07-04
7056|21155|222|1997-07-04
10888|32837|88|1997-07-04
22540|48249|88|1997-07-04
3571|42707|870|1997-07-07
60775|45442|1655|1997-07-07
15442|33469|840|1997-07-07
8019|36314|840|1997-07-07
22565|48162|840|1997-07-07
10389|45866|441|1997-07-07
22204|50323|441|1997-07-07
22204|47927|441|1997-07-07
11360|31019|222|1997-07-08
15826|25242|1322|1997-07-08
27230|50064|584|1997-07-08
13668|46700|584|1997-07-08
21|44350|1354|1997-07-08
23086|48969|1354|1997-07-08
19784|46994|326|1997-07-08
20131|47123|326|1997-07-08
22070|47733|326|1997-07-08
30004|51148|23|1997-07-08
1364|45073|1964|1997-07-08
5178|45342|549|1997-07-08
3467|47794|331|1997-07-08
9403|29903|392|1997-07-08
27897|26357|392|1997-07-08
3734|31904|392|1997-07-08
30180|51178|14|1997-07-09
30224|51175|353|1997-07-10
5099|43632|1966|1997-07-10
30000|51146|579|1997-07-10
22798|51179|579|1997-07-10
4171|21945|1285|1997-07-10
18208|46631|1285|1997-07-10
8058|43467|1285|1997-07-10
21193|47322|586|1997-07-10
21193|47323|586|1997-07-10
22622|48206|21|1997-07-10
28385|50409|21|1997-07-10
26309|49573|21|1997-07-10
22555|48193|21|1997-07-10
22533|48200|21|1997-07-10
22621|48248|21|1997-07-10
22624|48224|21|1997-07-10
22619|48207|21|1997-07-10
22617|48202|21|1997-07-10
22608|48244|21|1997-07-10
22534|48197|21|1997-07-10
13340|46398|1962|1997-07-10
9704|45654|1962|1997-07-10
4517|45412|1962|1997-07-10
1888|34646|193|1997-07-11
2280|24217|193|1997-07-11
3467|46402|193|1997-07-11
9492|24339|870|1997-07-11
10139|45801|870|1997-07-11
3753|22566|1082|1997-07-11
5187|43867|1082|1997-07-11
853|43265|826|1997-07-11
9251|22546|331|1997-07-11
30006|51145|25|1997-07-14
22741|48365|326|1997-07-14
968|44866|392|1997-07-14
30235|51180|23|1997-07-14
2839|33341|579|1997-07-15
22009|47822|790|1997-07-15
43390|43868|1968|1997-07-16
853|43893|870|1997-07-16
14155|33969|353|1997-07-17
8709|33968|353|1997-07-17
3899|34593|353|1997-07-17
18795|47986|353|1997-07-17
30351|51219|60|1997-07-17
25503|51220|60|1997-07-17
1908|47006|1969|1997-07-17
1908|47007|1465|1997-07-18
25483|49394|1339|1997-07-18
7371|43780|353|1997-07-18
5451|18811|1969|1997-07-18
30346|51223|22|1997-07-18
24654|49311|22|1997-07-18
14055|51181|79|1997-07-18
29684|50963|63|1997-07-21
29629|50970|63|1997-07-21
29713|51008|63|1997-07-21
29631|50962|63|1997-07-21
28592|50506|63|1997-07-21
29999|51154|63|1997-07-21
22443|48110|1399|1997-07-21
22443|48109|1399|1997-07-21
24439|34149|221|1997-07-21
5031|41585|221|1997-07-21
25752|49480|1310|1997-07-21
5287|43899|1310|1997-07-21
27230|50063|1139|1997-07-21
2382|21111|1947|1997-07-21
21193|47323|863|1997-07-22
21193|47322|863|1997-07-22
19801|50283|1160|1997-07-22
22312|48315|1160|1997-07-22
21478|47457|812|1997-07-22
22963|41373|812|1997-07-22
12240|47892|770|1997-07-22
2249|45624|770|1997-07-22
22679|49122|1559|1997-07-22
9452|47792|1339|1997-07-23
8029|41801|1339|1997-07-23
9732|41955|1612|1997-07-24
14055|34819|1612|1997-07-24
9732|46991|1612|1997-07-24
4210|43262|1972|1997-07-25
18603|46766|1972|1997-07-25
1860|45242|23|1997-07-25
3467|47229|171|1997-07-25
6040|15534|171|1997-07-25
3431|32172|418|1997-07-25
21193|47323|418|1997-07-25
18206|46626|418|1997-07-25
5764|13944|353|1997-07-28
3659|30944|353|1997-07-28
26247|37468|1340|1997-07-28
22000|48305|1310|1997-07-28
6437|41126|9|1997-07-28
25612|49439|770|1997-07-28
22443|48111|1399|1997-07-28
6437|41125|48|1997-07-29
7938|35553|870|1997-07-29
6437|41126|48|1997-07-29
1048|46842|1322|1997-07-30
26526|49435|1973|1997-07-30
20575|47046|1973|1997-07-30
10801|40524|1973|1997-07-30
29867|51115|326|1997-07-30
9452|47792|48|1997-07-31
21246|47341|1339|1997-07-31
2489|23826|1618|1997-07-31
18795|47139|49|1997-07-31
8615|27810|36|1997-07-31
159|44467|36|1997-07-31
1063|43856|53|1997-08-04
18574|46777|389|1997-08-04
5777|45487|48|1997-08-04
4659|45356|1974|1997-08-04
21193|47323|418|1997-08-05
18206|46626|418|1997-08-05
3431|32172|418|1997-08-05
2751|26926|770|1997-08-05
3780|17837|770|1997-08-05
988|44712|631|1997-08-06
10008|41073|870|1997-08-06
11879|45878|870|1997-08-06
353|46854|953|1997-08-07
24439|34149|221|1997-08-07
27505|49869|185|1997-08-07
27529|49879|185|1997-08-07
26504|49625|185|1997-08-07
28509|50501|185|1997-08-07
29444|50904|185|1997-08-07
29800|50984|185|1997-08-07
27407|49810|185|1997-08-07
29872|51095|185|1997-08-07
854|44589|1612|1997-08-08
6206|44014|1612|1997-08-08
9454|46041|1612|1997-08-08
853|43893|1612|1997-08-08
21193|47322|584|1997-08-11
18795|46806|870|1997-08-11
8041|36299|1339|1997-08-12
22936|49805|1339|1997-08-12
17654|40721|1339|1997-08-12
17910|29001|23|1997-08-12
6128|22100|23|1997-08-12
11736|43530|1975|1997-08-13
22063|47808|1975|1997-08-13
14662|32079|770|1997-08-13
8376|21078|23|1997-08-13
154|44462|1339|1997-08-14
8483|43356|1339|1997-08-14
30649|51244|1975|1997-08-14
10942|48341|770|1997-08-18
8583|40634|770|1997-08-18
5259|21642|1339|1997-08-18
24378|49148|1870|1997-08-18
4387|43293|1686|1997-08-19
21246|47341|1339|1997-08-20
10644|39142|14|1997-08-20
