bid,gender,department
4079,F,BusinessAdministration
4080,F,BusinessAdministration
4081,F,BusinessAdministration
4082,F,Economics
4084,F,Physics
4086,F,Medicine
4088,F,BusinessAdministration
4090,F,BusinessAdministration
4091,F,Mathematics
4092,F,Mathematics
4093,F,Mathematics
4094,F,Mathematics
4095,F,Mathematics
4098,F,Mathematics
4100,F,Mathematics
4101,F,Mathematics
4102,F,Mathematics
4103,F,Informatics
4104,F,Mathematics
4105,F,Mathematics
4106,F,Mathematics
4108,F,Mathematics
4109,F,Mathematics
4110,F,Mathematics
4113,F,Mathematics
4114,F,Informatics
4116,F,Informatics
4117,F,Physics
4118,F,Physics
4119,F,Physics
4120,F,Physics
4126,F,Physics
4132,F,Physics
4136,F,Physics
4137,F,Low
4139,F,Low
4140,F,Low
4141,F,Mathematics
4142,F,Mathematics
4143,F,Mathematics
4144,F,Medicine
4146,F,Mathematics
4147,F,Mathematics
4148,F,Mathematics
4150,F,BusinessAdministration
4151,F,BusinessAdministration
4152,F,Mathematics
4153,F,Mathematics
4155,F,Mathematics
4157,F,Biology
4161,F,Informatics
4166,F,Mathematics
4167,F,Mathematics
4168,F,Mathematics
4169,F,Mathematics
4170,F,Mathematics
4171,F,Mathematics
4172,F,Mathematics
4173,F,Mathematics
4174,F,Mathematics
4177,F,Mathematics
4179,F,Mathematics
4180,F,Mathematics
4187,F,Low
4189,F,Low
4191,F,Low
4193,F,Low
4195,F,Low
4197,F,Low
4198,F,BusinessAdministration
4213,F,Medicine
4217,F,Low
4222,F,BusinessAdministration
4223,F,BusinessAdministration
4224,F,BusinessAdministration
4226,F,BusinessAdministration
4228,F,Physics
4233,F,Economics
4235,F,Economics
4236,F,Economics
4237,F,Economics
4238,F,Mathematics
4253,F,Medicine
4256,F,BusinessAdministration
4257,F,BusinessAdministration
4258,F,BusinessAdministration
4259,F,BusinessAdministration
4260,F,Medicine
4262,F,BusinessAdministration
4263,F,Informatics
4264,F,Informatics
4265,F,Informatics
4267,F,Informatics
4268,F,Physics
4269,F,Physics
4270,F,Physics
4271,F,Physics
4272,F,Mathematics
4273,F,Mathematics
4274,F,Medicine
4275,F,Biology
4276,F,Mathematics
4277,F,Mathematics
4278,F,Mathematics
4279,F,Economics
4280,F,Economics
4282,F,Mathematics
4283,F,Economics
4285,F,Mathematics
4287,F,Low
4289,F,Economics
4291,F,Economics
4293,F,Mathematics
4294,F,Economics
4295,F,Economics
4297,F,Economics
4298,F,Physics
4299,F,Physics
4301,F,Mathematics
4306,F,Mathematics
4307,F,Mathematics
4308,F,Mathematics
4309,F,Mathematics
4310,F,Mathematics
4311,F,Mathematics
4312,F,Mathematics
4314,F,Mathematics
4315,F,Mathematics
4316,F,Mathematics
4317,F,Economics
4320,F,Economics
4321,F,Economics
4322,F,Economics
4323,F,Economics
4325,F,Mathematics
4326,F,Low
4331,F,Economics
4335,F,BusinessAdministration
4336,F,BusinessAdministration
4337,F,BusinessAdministration
4338,F,BusinessAdministration
4339,F,Economics
4340,F,Economics
4341,F,Economics
4343,F,Mathematics
4344,F,Mathematics
4345,F,Mathematics
4346,F,Informatics
4347,F,Mathematics
4348,F,Mathematics
4349,F,Low
4351,F,Mathematics
4352,F,Mathematics
4353,F,Mathematics
4354,F,Statistics
4355,F,Mathematics
4358,F,Mathematics
4359,F,Mathematics
4360,F,Mathematics
4361,F,Mathematics
4362,F,Physics
4363,F,Physics
4364,F,Physics
4365,F,Physics
4367,F,Physics
4368,F,Physics
4382,F,Psychology
4383,F,Psychology
4387,F,Economics
4388,F,Medicine
4389,F,Mathematics
4390,F,Mathematics
4391,F,Mathematics
4392,F,Mathematics
4393,F,Mathematics
4394,F,Statistics
4396,F,Physics
4397,F,Physics
4398,F,Physics
4399,F,Mathematics
4410,F,BusinessAdministration
4411,F,BusinessAdministration
4414,F,BusinessAdministration
4416,F,Medicine
4417,F,BusinessAdministration
4419,F,Physics
4424,F,Informatics
4425,F,Informatics
4426,F,Informatics
4428,F,Economics
4430,F,Economics
4435,F,Economics
4437,F,Economics
4439,F,Economics
4443,F,Economics
4444,F,Economics
4454,F,BusinessAdministration
4457,F,Mathematics
4460,F,Low
4461,F,Medicine
4462,F,Mathematics
4463,F,Mathematics
4464,F,Mathematics
4465,F,Mathematics
4466,F,Mathematics
4467,F,Mathematics
4471,F,Mathematics
4477,F,Mathematics
4480,F,Mathematics
4481,F,Low
4496,F,Low
4497,F,Medicine
4498,F,Medicine
4509,F,Biology
4511,F,Mathematics
4513,F,Statistics
4514,F,Economics
4515,F,BusinessAdministration
4517,F,BusinessAdministration
4520,F,BusinessAdministration
4522,F,BusinessAdministration
4523,F,BusinessAdministration
4524,F,BusinessAdministration
4527,F,BusinessAdministration
4528,F,BusinessAdministration
4530,F,Mathematics
4531,F,Physics
4532,F,Low
4533,F,Mathematics
4534,F,Physics
4535,F,Statistics
4537,F,Low
4539,F,Low
4542,F,Low
4543,F,Economics
4544,F,Low
4545,F,Low
4547,F,Mathematics
4549,F,Physics
4552,F,Mathematics
4554,F,Economics
4562,F,Mathematics
4564,F,Low
4565,F,Low
4566,F,Low
4569,F,Low
4571,F,Low
4572,F,Low
4573,F,Low
4574,F,Low
4575,F,Psychology
4576,F,Low
4577,F,Low
4578,F,Mathematics
4580,F,Mathematics
4581,F,Mathematics
4582,F,Mathematics
4584,F,BusinessAdministration
4587,F,Mathematics
4589,F,Mathematics
4590,F,Mathematics
4591,F,Mathematics
4592,F,Mathematics
4594,F,Mathematics
4595,F,Mathematics
4600,F,Low
4603,F,Low
4605,F,Low
4606,F,Low
4618,F,Economics
4625,F,Psychology
4634,F,Economics
4640,F,Mathematics
4641,F,BusinessAdministration
4644,F,BusinessAdministration
4645,F,BusinessAdministration
4646,F,Physics
4648,F,Mathematics
4650,F,Informatics
4651,F,Low
4653,F,Mathematics
4654,F,BusinessAdministration
4656,F,Physics
4659,F,Biology
4661,F,Physics
4663,F,Physics
4664,F,Biology
4665,F,Physics
4668,F,Physics
4669,F,Informatics
4670,F,Mathematics
4671,F,Low
4675,F,Mathematics
4677,F,Mathematics
4679,F,Mathematics
4681,F,Low
4684,F,Mathematics
4685,F,Mathematics
4686,F,Physics
4687,F,Mathematics
4688,F,Mathematics
4690,F,Economics
4691,F,Mathematics
4692,F,Low
4693,F,Low
4697,F,Mathematics
4699,F,Mathematics
4700,F,Mathematics
4701,F,BusinessAdministration
4703,F,Mathematics
4704,F,Low
4706,F,Low
4707,F,Medicine
4708,F,Mathematics
4709,F,Mathematics
4710,F,Mathematics
4712,F,Medicine
4713,F,Mathematics
4716,F,Mathematics
4718,F,Mathematics
4721,F,Mathematics
4722,F,Low
4724,F,Economics
4726,F,Economics
4728,F,Biology
4729,F,Informatics
4735,F,Informatics
4739,F,BusinessAdministration
4740,F,Economics
4741,F,BusinessAdministration
4743,F,BusinessAdministration
4744,F,Low
4746,F,Psychology
4747,F,Low
4748,F,Low
4751,F,Low
4753,F,Economics
4754,F,Low
4755,F,Mathematics
4760,F,Mathematics
4762,F,Mathematics
4765,F,Mathematics
4768,F,Mathematics
4769,F,Mathematics
4770,F,Mathematics
4772,F,Mathematics
4773,F,Mathematics
4774,F,Mathematics
4775,F,Mathematics
4776,F,Mathematics
4777,F,Mathematics
4778,F,Mathematics
4779,F,Mathematics
4780,F,Mathematics
4784,F,Mathematics
4788,F,Psychology
4792,F,Biology
4795,F,Economics
4797,F,Economics
4799,F,Mathematics
4800,F,Mathematics
4801,F,Mathematics
4802,F,Mathematics
4807,F,Mathematics
4808,F,Mathematics
4810,F,Mathematics
4812,F,Mathematics
4813,F,Low
4817,F,Informatics
4819,F,Mathematics
4820,F,Mathematics
4822,F,Informatics
4826,F,Mathematics
4828,F,BusinessAdministration
4830,F,Physics
4831,F,Mathematics
4832,F,Mathematics
4833,F,Mathematics
4835,F,Low
4838,F,Mathematics
4842,F,Mathematics
4843,F,Mathematics
4847,F,Low
4849,F,Low
4850,F,Physics
4851,F,Informatics
4854,F,Economics
4855,F,Economics
4856,F,Low
4857,F,Economics
4858,F,BusinessAdministration
4861,F,BusinessAdministration
4862,F,Informatics
4864,F,Psychology
4866,F,Psychology
4868,F,Mathematics
4869,F,Mathematics
4870,F,Mathematics
4878,F,Low
4879,F,Mathematics
4880,F,Mathematics
4881,F,Mathematics
4886,F,Mathematics
4887,F,Mathematics
4888,F,Economics
4892,F,Mathematics
4893,F,Mathematics
4895,F,Economics
4896,F,Mathematics
4897,F,Mathematics
4901,F,Low
4904,F,Mathematics
4905,F,Mathematics
4906,F,Physics
4907,F,Mathematics
4908,F,Mathematics
4913,F,Mathematics
4917,F,Mathematics
4919,F,BusinessAdministration
4920,F,Mathematics
4921,F,Physics
4923,F,Physics
4925,F,Informatics
4927,F,Mathematics
4929,F,Physics
4930,F,Mathematics
4931,F,BusinessAdministration
4932,F,Economics
4933,F,Mathematics
4934,F,Low
4936,F,Mathematics
4939,F,Mathematics
4943,F,Economics
4945,F,Physics
4948,F,Physics
4949,F,Physics
4950,F,Informatics
4952,F,Psychology
4954,F,Low
4956,F,Physics
4959,F,Low
4960,F,Low
4961,F,Physics
4964,F,Economics
4966,F,Mathematics
4969,F,Mathematics
4970,F,Economics
4971,F,Physics
4973,F,BusinessAdministration
4977,F,BusinessAdministration
4979,F,Mathematics
4983,F,BusinessAdministration
4984,F,BusinessAdministration
4985,F,Informatics
4986,F,Mathematics
4987,F,Physics
4989,F,BusinessAdministration
4990,F,Low
4993,F,Physics
4996,F,Economics
4999,F,Biology
5002,F,Low
5003,F,Mathematics
5005,F,Biology
5006,F,Informatics
5009,F,Mathematics
5010,F,Informatics
5016,F,Mathematics
5018,F,Psychology
5019,F,Low
5020,F,BusinessAdministration
5021,F,BusinessAdministration
5022,F,BusinessAdministration
5023,F,BusinessAdministration
5025,F,Economics
5027,F,Physics
5030,F,Physics
5033,F,Physics
5034,F,Mathematics
5035,F,Mathematics
5037,F,Economics
5038,F,Informatics
5039,F,Low
5040,F,Economics
5042,F,Economics
5044,F,Mathematics
5045,F,Mathematics
5046,F,Mathematics
5047,F,Mathematics
5049,F,Mathematics
5050,F,Low
5053,F,Economics
5054,F,Mathematics
5055,F,Mathematics
5056,F,BusinessAdministration
5057,F,Economics
5059,F,Mathematics
5060,F,Mathematics
5061,F,Mathematics
5062,F,Mathematics
5064,F,Mathematics
5065,F,Mathematics
5067,F,Mathematics
5068,F,Mathematics
5069,F,Mathematics
5070,F,Mathematics
5071,F,Mathematics
5074,F,Mathematics
5075,F,Mathematics
5077,F,Mathematics
5078,F,Mathematics
5079,F,Mathematics
5080,F,Mathematics
5082,F,Mathematics
5084,F,Mathematics
5086,F,Physics
5087,F,Mathematics
5088,F,Mathematics
5091,F,Mathematics
5093,F,Mathematics
5094,F,Mathematics
5098,F,Mathematics
5100,F,BusinessAdministration
5102,F,Mathematics
5103,F,Mathematics
5104,F,Physics
5105,F,Mathematics
5107,F,Mathematics
5108,F,Economics
5109,F,Mathematics
5112,F,Mathematics
5113,F,Informatics
5114,F,Informatics
5118,F,Medicine
5122,F,BusinessAdministration
5123,F,BusinessAdministration
5124,F,Mathematics
5126,F,Low
5130,F,Physics
5132,F,Economics
5133,F,Mathematics
5134,F,Economics
5135,F,Mathematics
5136,F,Mathematics
5138,F,Mathematics
5139,F,Mathematics
5142,F,Mathematics
5144,F,Mathematics
5145,F,BusinessAdministration
5146,F,Mathematics
5147,F,Mathematics
5149,F,BusinessAdministration
5151,F,Economics
5152,F,Mathematics
5159,F,Mathematics
5160,F,Economics
5163,F,Medicine
5164,F,Mathematics
5165,F,BusinessAdministration
5166,F,BusinessAdministration
5167,F,BusinessAdministration
5170,F,BusinessAdministration
5171,F,Economics
5172,F,Mathematics
5173,F,Medicine
5174,F,Economics
5178,F,Mathematics
5179,F,Informatics
5181,F,BusinessAdministration
5182,F,BusinessAdministration
5183,F,BusinessAdministration
5184,F,BusinessAdministration
5185,F,BusinessAdministration
5188,F,BusinessAdministration
5191,F,Low
5192,F,Mathematics
5193,F,BusinessAdministration
5195,F,Mathematics
5197,F,Mathematics
5198,F,BusinessAdministration
5200,F,Mathematics
5204,F,Informatics
5208,F,Informatics
5213,F,BusinessAdministration
5215,F,Informatics
5218,F,Mathematics
5225,F,Mathematics
5226,F,Mathematics
5229,F,Low
5230,F,Economics
5232,F,Psychology
5233,F,BusinessAdministration
5234,F,BusinessAdministration
5236,F,BusinessAdministration
5239,F,Economics
5240,F,Economics
5241,F,Economics
5243,F,Mathematics
5244,F,Mathematics
5245,F,BusinessAdministration
5246,F,Mathematics
5247,F,BusinessAdministration
5248,F,BusinessAdministration
5249,F,Informatics
5251,F,Informatics
5256,F,Economics
5257,F,Economics
5258,F,Economics
5259,F,Economics
5260,F,Economics
5262,F,Mathematics
5264,F,Economics
5266,F,BusinessAdministration
5267,F,Informatics
5269,F,Economics
5270,F,Low
5271,F,Informatics
5273,F,Economics
5274,F,Economics
5275,F,Mathematics
5276,F,Economics
5277,F,Economics
5278,F,Economics
5280,F,Economics
5282,F,BusinessAdministration
5283,F,Informatics
5284,F,Economics
5285,F,Mathematics
5288,F,Economics
5291,F,Economics
5293,F,Economics
5297,F,Economics
5298,F,Economics
5299,F,Economics
5301,F,Low
5302,F,Economics
5303,F,Mathematics
5305,F,Mathematics
5306,F,Mathematics
5307,F,Mathematics
5308,F,Economics
5310,F,Mathematics
5311,F,Mathematics
5312,F,Mathematics
5313,F,Mathematics
5314,F,Economics
5315,F,Economics
5317,F,Economics
5321,F,Mathematics
5322,F,Mathematics
5323,F,Economics
5327,F,Mathematics
5328,F,Mathematics
5329,F,Mathematics
5330,F,Mathematics
5331,F,Mathematics
5332,F,Mathematics
5334,F,Low
5335,F,Mathematics
5337,F,Economics
5338,F,Mathematics
5339,F,Statistics
5340,F,Mathematics
5347,F,Mathematics
5348,F,BusinessAdministration
5349,F,Mathematics
5351,F,Mathematics
5352,F,Mathematics
5354,F,BusinessAdministration
5355,F,Economics
5356,F,Mathematics
5357,F,Economics
5358,F,Economics
5359,F,Economics
5360,F,Economics
5362,F,Economics
5364,F,BusinessAdministration
5365,F,Low
5366,F,Informatics
5367,F,Biology
5369,F,Low
5371,F,Mathematics
5372,F,Mathematics
5373,F,Mathematics
5374,F,Informatics
5378,F,Economics
5379,F,Mathematics
5380,F,Mathematics
5381,F,Mathematics
5383,F,Economics
5384,F,Mathematics
5386,F,Mathematics
5387,F,Economics
5394,F,Mathematics
5395,F,Mathematics
5396,F,Low
5398,F,Mathematics
5403,F,Mathematics
5406,F,Economics
5407,F,Economics
5410,F,Economics
5412,F,BusinessAdministration
5413,F,Economics
5417,F,Biology
5418,F,Mathematics
5419,F,BusinessAdministration
5421,F,Economics
5423,F,Mathematics
5424,F,Economics
5426,F,Economics
5427,F,Biology
5431,F,Economics
5433,F,Economics
5434,F,Economics
5435,F,Mathematics
5437,F,Economics
5438,F,Biology
5439,F,Mathematics
5442,F,Economics
5443,F,Economics
5445,F,Economics
5446,F,Mathematics
5448,F,Economics
5449,F,Mathematics
5450,F,BusinessAdministration
5451,F,Informatics
5452,F,Economics
5455,F,Economics
5456,F,Economics
5457,F,Informatics
5458,F,Medicine
5461,F,Economics
5462,F,Economics
5463,F,Physics
5464,F,Economics
5467,F,BusinessAdministration
5468,F,Physics
5470,F,Low
5471,F,Economics
5473,F,Mathematics
5476,F,Mathematics
5478,F,BusinessAdministration
5479,F,Mathematics
5481,F,BusinessAdministration
5482,F,Informatics
5484,F,Economics
5487,F,Mathematics
5488,F,Medicine
5496,F,Informatics
5502,F,Low
5505,F,Physics
5507,F,Low
5513,F,Mathematics
5518,F,Mathematics
5523,F,BusinessAdministration
5527,F,Low
5530,F,Physics
5531,F,Economics
5532,F,Low
5535,F,Mathematics
5536,F,Economics
5537,F,BusinessAdministration
5539,F,Informatics
5542,F,Psychology
5543,F,Mathematics
5546,F,Mathematics
5547,F,Physics
5549,F,Low
5550,F,Physics
5551,F,Mathematics
5552,F,Economics
5553,F,BusinessAdministration
5557,F,Mathematics
5559,F,Low
5562,F,Physics
5563,F,BusinessAdministration
5564,F,Low
5565,F,Low
5569,F,Economics
5570,F,Mathematics
5574,F,Economics
5576,F,Low
5579,F,Economics
5581,F,Medicine
5583,F,Mathematics
5587,F,Economics
5589,F,Low
5590,F,Low
5596,F,Low
5598,F,BusinessAdministration
5602,F,Physics
5603,F,Low
5604,F,Mathematics
5608,F,Physics
5611,F,Physics
5615,F,BusinessAdministration
5617,F,Low
5620,F,Economics
5622,F,BusinessAdministration
5623,F,Physics
5625,F,Physics
5627,F,Physics
5635,F,Mathematics
5637,F,BusinessAdministration
5639,F,Informatics
5640,F,Informatics
5641,F,BusinessAdministration
5646,F,Mathematics
5647,F,Mathematics
5649,F,Economics
5651,F,BusinessAdministration
5655,F,Informatics
5658,F,Economics
5660,F,Informatics
5661,F,Mathematics
5663,F,Economics
5664,F,Mathematics
5665,F,Mathematics
5667,F,Economics
5668,F,Economics
5671,F,Informatics
5672,F,BusinessAdministration
5674,F,BusinessAdministration
5681,F,Medicine
5684,F,Mathematics
5696,F,BusinessAdministration
5697,F,BusinessAdministration
5698,F,BusinessAdministration
5699,F,BusinessAdministration
5700,F,BusinessAdministration
5702,F,BusinessAdministration
5707,F,Medicine
5714,F,Statistics
5725,F,Economics
5726,F,Economics
5728,F,Low
5730,F,Low
5733,F,Mathematics
5734,F,Mathematics
5735,F,Mathematics
5738,F,Medicine
5739,F,Mathematics
5740,F,Mathematics
5741,F,Mathematics
5742,F,Mathematics
5743,F,Medicine
5744,F,Mathematics
5745,F,Mathematics
5747,F,Psychology
5748,F,Mathematics
5750,F,Mathematics
5753,F,Physics
5754,F,Informatics
5755,F,Informatics
5760,F,Informatics
5762,F,Informatics
5763,F,Informatics
5764,F,Informatics
5768,F,Informatics
5782,F,Low
5783,F,BusinessAdministration
5790,F,BusinessAdministration
5794,F,Mathematics
5800,F,Low
5803,F,Mathematics
5804,F,Mathematics
5806,F,Medicine
5808,F,BusinessAdministration
5809,F,Mathematics
5810,F,Economics
5811,F,Mathematics
5813,F,BusinessAdministration
5814,F,Mathematics
5816,F,Physics
5817,F,Mathematics
5818,F,Low
5820,F,Low
5823,F,Economics
5828,F,Mathematics
5829,F,Economics
5830,F,Medicine
5831,F,Economics
5834,F,Mathematics
5835,F,Physics
5836,F,Economics
5842,F,Economics
5847,F,Low
5851,F,Economics
5852,F,Physics
5853,F,Economics
5855,F,Low
5856,F,Economics
5858,F,Low
5859,F,BusinessAdministration
5862,F,BusinessAdministration
5863,F,Psychology
5866,F,BusinessAdministration
5869,F,BusinessAdministration
5870,F,Mathematics
5871,F,BusinessAdministration
5872,F,Economics
5880,F,Psychology
5882,F,Mathematics
5883,F,Low
5884,F,Economics
5885,F,Low
5886,F,Mathematics
5888,F,Low
5889,F,Low
5890,F,Economics
5892,F,Mathematics
5893,F,Economics
5894,F,BusinessAdministration
5899,F,Mathematics
5900,F,BusinessAdministration
5901,F,BusinessAdministration
5902,F,BusinessAdministration
5906,F,Informatics
5907,F,Economics
5909,F,BusinessAdministration
5910,F,BusinessAdministration
5911,F,Mathematics
5912,F,Informatics
5916,F,BusinessAdministration
5917,F,BusinessAdministration
5918,F,BusinessAdministration
5919,F,BusinessAdministration
5920,F,BusinessAdministration
5922,F,BusinessAdministration
5923,F,Medicine
5924,F,BusinessAdministration
5925,F,Medicine
5926,F,BusinessAdministration
5927,F,BusinessAdministration
5928,F,BusinessAdministration
5929,F,Medicine
5930,F,BusinessAdministration
5931,F,BusinessAdministration
5932,F,Low
5933,F,Low
5934,F,Low
5938,F,Low
5940,F,Low
5945,F,Low
5948,F,Low
5950,F,Mathematics
5951,F,Informatics
5956,F,Physics
5958,F,Mathematics
5959,F,BusinessAdministration
5960,F,Mathematics
5965,F,Mathematics
5968,F,Mathematics
5970,F,Low
5972,F,Mathematics
5974,F,Mathematics
5975,F,Mathematics
5976,F,Mathematics
5978,F,Mathematics
5979,F,Mathematics
5982,F,Mathematics
5984,F,Informatics
5986,F,Low
5987,F,Low
5990,F,BusinessAdministration
5992,F,BusinessAdministration
5995,F,Mathematics
5996,F,BusinessAdministration
5997,F,BusinessAdministration
5998,F,BusinessAdministration
5999,F,BusinessAdministration
6000,F,BusinessAdministration
6001,F,Physics
6002,F,BusinessAdministration
6003,F,Low
6004,F,BusinessAdministration
6007,F,Mathematics
6008,F,Informatics
6010,F,Mathematics
6011,F,Mathematics
6012,F,BusinessAdministration
6014,F,BusinessAdministration
6015,F,BusinessAdministration
6017,F,Economics
6022,F,Economics
6023,F,Economics
6024,F,Informatics
6025,F,Economics
6027,F,Mathematics
6028,F,Economics
6030,F,Economics
6038,F,Low
6045,F,Physics
6046,F,Mathematics
6047,F,Mathematics
6048,F,Physics
6050,F,Physics
6051,F,Physics
6053,F,BusinessAdministration
6054,F,Mathematics
6055,F,Informatics
6056,F,Low
6057,F,Low
6060,F,Physics
6061,F,Physics
6062,F,Physics
6063,F,Physics
6064,F,Physics
6065,F,Mathematics
6067,F,Physics
6068,F,Statistics
6069,F,Physics
6070,F,Mathematics
6071,F,Mathematics
6074,F,Mathematics
6078,F,Mathematics
6079,F,Mathematics
6080,F,Low
6081,F,BusinessAdministration
6084,F,Mathematics
6086,F,Mathematics
6087,F,Psychology
6088,F,Mathematics
6089,F,Psychology
6090,F,Economics
6091,F,Mathematics
6092,F,Mathematics
6093,F,Mathematics
6094,F,Mathematics
6099,F,Mathematics
6100,F,Mathematics
6102,F,Mathematics
6103,F,Mathematics
6104,F,Mathematics
6105,F,Mathematics
6107,F,Mathematics
6109,F,Mathematics
6113,F,Mathematics
6116,F,Economics
6120,F,Informatics
6121,F,Informatics
6122,F,Informatics
6123,F,Informatics
6124,F,Informatics
6127,F,Informatics
6128,F,Informatics
6129,F,Informatics
6130,F,Informatics
6131,F,Mathematics
6133,F,Mathematics
6134,F,Mathematics
6135,F,Mathematics
6136,F,Mathematics
6139,F,BusinessAdministration
6140,F,Mathematics
6141,F,Economics
6142,F,Mathematics
6144,F,Mathematics
6145,F,Economics
6147,F,BusinessAdministration
6148,F,Mathematics
6149,F,Mathematics
6150,F,Low
6151,F,Physics
6152,F,Low
6154,F,Mathematics
6155,F,Mathematics
6157,F,Economics
6158,F,Informatics
6163,F,Statistics
6164,F,Statistics
6169,F,Economics
6171,F,Mathematics
6172,F,BusinessAdministration
6173,F,BusinessAdministration
6175,F,BusinessAdministration
6178,F,Medicine
6179,F,Low
6180,F,Mathematics
6183,F,Economics
6186,F,BusinessAdministration
6189,F,Statistics
6191,F,Economics
6192,F,BusinessAdministration
6193,F,BusinessAdministration
6194,F,Low
6195,F,Economics
6197,F,Mathematics
6198,F,Mathematics
6199,F,Economics
6200,F,Physics
6201,F,Psychology
6203,F,Physics
6205,F,Medicine
6210,F,Informatics
6211,F,Economics
6213,F,Mathematics
6214,F,Physics
6216,F,Informatics
6219,F,Mathematics
6220,F,Physics
6224,F,Physics
6230,F,Economics
6232,F,Low
6244,F,Economics
6247,F,Statistics
6250,F,Low
6254,F,Medicine
6256,F,Informatics
6258,F,Mathematics
6259,F,Mathematics
6260,F,Mathematics
6264,F,Informatics
6265,F,BusinessAdministration
6266,F,BusinessAdministration
6268,F,BusinessAdministration
6269,F,BusinessAdministration
6275,F,Low
6277,F,Mathematics
6278,F,Physics
6280,F,Informatics
6281,F,Economics
6283,F,Physics
6286,F,Psychology
6287,F,Low
6288,F,Low
6291,F,Statistics
6293,F,Statistics
6294,F,Mathematics
6296,F,Economics
6297,F,Informatics
6304,F,Mathematics
6306,F,Economics
6307,F,Mathematics
6308,F,Economics
6310,F,Mathematics
6311,F,Informatics
6314,F,Mathematics
6315,F,Mathematics
6317,F,Physics
6318,F,Low
6320,F,Mathematics
6331,F,Informatics
6337,F,BusinessAdministration
6340,F,Psychology
6348,F,Low
6351,F,BusinessAdministration
6355,F,Low
6356,F,BusinessAdministration
6357,F,BusinessAdministration
6359,F,Mathematics
6360,F,Informatics
6362,F,Mathematics
6363,F,Physics
6365,F,Low
6379,F,Mathematics
6380,F,Informatics
6382,F,BusinessAdministration
6383,F,Economics
6387,F,Mathematics
6388,F,BusinessAdministration
6396,F,Mathematics
6397,F,Informatics
6398,F,Informatics
6407,F,Informatics
6408,F,Statistics
6410,F,Mathematics
6411,F,Mathematics
6415,F,Informatics
6416,F,Informatics
6418,F,Mathematics
6420,F,Informatics
6428,F,Mathematics
6434,F,Economics
6437,F,Mathematics
6438,F,Mathematics
6439,F,Mathematics
6441,F,Economics
6444,F,Low
6445,F,Medicine
6446,F,BusinessAdministration
6449,F,Medicine
6450,F,Low
6451,F,Informatics
6453,F,Economics
6454,F,Economics
6458,F,Mathematics
6459,F,Informatics
6462,F,Psychology
6468,F,Low
6469,F,Mathematics
6471,F,BusinessAdministration
6476,F,Statistics
6477,F,BusinessAdministration
6479,F,BusinessAdministration
6480,F,BusinessAdministration
6481,F,BusinessAdministration
6484,F,Mathematics
6487,F,Mathematics
6490,F,Psychology
6492,F,Statistics
6493,F,Informatics
6495,F,Economics
6497,F,Economics
6501,F,Economics
6505,F,Economics
6508,F,Mathematics
6509,F,Informatics
6514,F,Economics
6524,F,Low
6527,F,Statistics
6528,F,Mathematics
6529,F,Physics
6531,F,Economics
6532,F,Economics
6538,F,Psychology
6540,F,Informatics
6541,F,Informatics
6549,F,Informatics
6551,F,Economics
6554,F,Psychology
6557,F,Informatics
6558,F,Mathematics
6561,F,Physics
6563,F,Economics
6566,F,Economics
6568,F,Economics
6569,F,Low
6572,F,Mathematics
6573,F,Informatics
6574,F,Informatics
6578,F,Physics
6579,F,Psychology
6580,F,Psychology
6587,F,Biology
6590,F,Low
6592,F,BusinessAdministration
6596,F,BusinessAdministration
6598,F,Low
6606,F,Economics
6607,F,Biology
6608,F,Low
6610,F,BusinessAdministration
6611,F,Mathematics
6612,F,Economics
6613,F,Economics
6615,F,Economics
6616,F,Economics
6617,F,Economics
6623,F,Psychology
6627,F,Low
6628,F,Mathematics
6630,F,Low
6635,F,Physics
6636,F,Low
6639,F,Economics
6640,F,Psychology
6641,F,Mathematics
6642,F,Physics
6644,F,Medicine
6645,F,Mathematics
6647,F,Low
6648,F,Low
6651,F,Physics
6652,F,Low
6653,F,Economics
6654,F,Economics
6658,F,Psychology
6659,F,Statistics
6662,F,Low
6663,F,BusinessAdministration
6666,F,Psychology
6668,F,Informatics
6669,F,Informatics
6670,F,Mathematics
6672,F,BusinessAdministration
6675,F,BusinessAdministration
6676,F,Mathematics
6677,F,Economics
6681,F,Economics
6682,F,BusinessAdministration
6684,F,Mathematics
6685,F,Physics
6686,F,Economics
6689,F,Mathematics
6692,F,Physics
6694,F,Mathematics
6695,F,Physics
6696,F,Informatics
6698,F,Mathematics
6701,F,Physics
6703,F,Economics
6704,F,Economics
6710,F,Economics
6711,F,Economics
6712,F,Physics
6713,F,Informatics
6714,F,Medicine
6717,F,Psychology
6719,F,BusinessAdministration
6720,F,Mathematics
6721,F,Low
6724,F,BusinessAdministration
6726,F,Mathematics
6729,F,Mathematics
6731,F,Physics
6732,F,Physics
6733,F,BusinessAdministration
6734,F,BusinessAdministration
6735,F,BusinessAdministration
6737,F,Physics
6738,F,Medicine
6740,F,Medicine
6742,F,Physics
6744,F,Low
6745,F,Mathematics
6746,F,Mathematics
6749,F,BusinessAdministration
6752,F,Mathematics
6756,F,BusinessAdministration
6759,F,Physics
6760,F,Low
6761,F,Economics
6762,F,Informatics
6765,F,BusinessAdministration
6767,F,BusinessAdministration
6775,F,BusinessAdministration
6776,F,Mathematics
6778,F,Mathematics
6782,F,Statistics
6783,F,BusinessAdministration
6785,F,Economics
6786,F,Mathematics
6787,F,Mathematics
6788,F,Physics
6790,F,Informatics
6791,F,Informatics
6794,F,Mathematics
